Date,Open,High,Low,Close,Adj Close,Volume
2017-08-14,170.089996,171.080002,169.289993,170.750000,170.750000,12954200
2017-08-15,171.490005,171.500000,170.009995,171.000000,171.000000,8729200
2017-08-16,171.250000,171.380005,169.240005,170.000000,170.000000,15779900
2017-08-17,169.339996,169.860001,166.850006,166.910004,166.910004,17216000
2017-08-18,166.839996,168.669998,166.210007,167.410004,167.410004,15093600
2017-08-21,167.160004,168.000000,165.820007,167.779999,167.779999,11907500
2017-08-22,168.279999,169.869995,167.149994,169.639999,169.639999,11391000
2017-08-23,168.839996,169.360001,168.199997,168.710007,168.710007,9856500
2017-08-24,168.880005,169.289993,166.410004,167.740005,167.740005,14030400
2017-08-25,167.860001,168.380005,166.179993,166.320007,166.320007,12614500
2017-08-28,166.910004,167.699997,166.330002,167.240005,167.240005,8553700
2017-08-29,165.250000,168.429993,165.000000,168.050003,168.050003,11121000
2017-08-30,168.169998,170.179993,167.630005,169.919998,169.919998,11138300
2017-08-31,170.399994,172.149994,170.059998,171.970001,171.970001,17226500
2017-09-01,172.399994,172.919998,171.309998,172.020004,172.020004,11677600
2017-09-05,171.270004,172.389999,169.550003,170.720001,170.720001,13210900
2017-09-06,170.910004,172.479996,169.570007,172.089996,172.089996,13906300
2017-09-07,171.940002,173.309998,170.270004,173.210007,173.210007,18049500
2017-09-08,173.089996,173.490005,170.800003,170.949997,170.949997,10998500
2017-09-11,172.399994,173.889999,172.199997,173.509995,173.509995,12372000
2017-09-12,173.759995,174.000000,171.750000,172.960007,172.960007,11186300
2017-09-13,173.009995,173.169998,172.059998,173.050003,173.050003,9119300
2017-09-14,172.259995,172.279999,170.500000,170.960007,170.960007,15615700
2017-09-15,170.880005,172.339996,170.259995,171.639999,171.639999,15660500
2017-09-18,171.990005,172.070007,169.339996,170.009995,170.009995,12954000
2017-09-19,170.619995,172.559998,170.360001,172.520004,172.520004,13168600
2017-09-20,172.500000,173.050003,170.699997,172.169998,172.169998,12264100
2017-09-21,171.690002,172.270004,170.009995,171.110001,171.110001,11161400
2017-09-22,170.210007,171.729996,169.220001,170.539993,170.539993,12097100
2017-09-25,169.240005,169.300003,161.559998,162.869995,162.869995,41251600
2017-09-26,164.500000,165.500000,162.779999,164.210007,164.210007,23363300
2017-09-27,165.899994,168.339996,165.570007,167.679993,167.679993,19242500
2017-09-28,167.940002,169.070007,167.160004,168.729996,168.729996,12178700
2017-09-29,168.830002,171.660004,168.809998,170.869995,170.869995,15340400
2017-10-02,171.389999,171.869995,168.750000,169.470001,169.470001,13392300
2017-10-03,169.300003,170.729996,169.199997,169.960007,169.960007,8190300
2017-10-04,169.830002,170.669998,168.289993,168.419998,168.419998,12127900
2017-10-05,169.179993,171.309998,168.600006,171.240005,171.240005,14580600
2017-10-06,170.250000,172.369995,169.750000,172.229996,172.229996,13124500
2017-10-09,172.699997,174.880005,172.000000,172.500000,172.500000,14570400
2017-10-10,173.000000,173.199997,170.800003,171.589996,171.589996,11341100
